Assessment Name,Relative_URL,Remote Testing,Adaptive/IRT,Test Type,Assessment Length,description,languages,job levels
SAP Basis ,https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SAP Business Objects WebI ,https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SAP BW (Business Warehouse) ,https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SAP HCM (Human Capital Management) ,https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = TBC,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SAP Hybris ,https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 20,"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SAP Materials Management ,https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SAP SD (Sales and Distribution) ,https://www.shl.com/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Search Engine Optimization ,https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,"
Selenium ,https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Shell Scripting ,https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,available,available,,Approximate Completion Time in minutes = 20,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,"Korean, Japanese, Thai, Portuguese (Brazil), Portuguese, Chinese Traditional, Indonesian, Russian, Romanian, Polish, Greek, Latin American Spanish, English International, Arabic, Hungarian, Czech, French (Canada), Slovak, Serbian, Turkish, Spanish, Danish, Estonian, Finnish, Latvian, Lithuanian, Norwegian, Swedish, French, German, Italian, Dutch, Chinese Simplified, English (USA),","Professional Individual Contributor, Graduate, Manager, Mid-Professional,"
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,available,available,,Approximate Completion Time in minutes = 20,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.","Chinese Traditional, Romanian, Turkish, Polish, Greek, Latin American Spanish, Portuguese (Brazil), Japanese, Hungarian, Czech, French (Canada), Slovak, Serbian, English International, English (USA), German, Italian, Indonesian, Korean, Russian, Arabic, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, French, Dutch, Chinese Simplified, Spanish, Portuguese,","Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,available,available,,Approximate Completion Time in minutes = 20,Assesses how the candidate comprehends numerical information in various formats.,"French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic,","Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
SHL Verify Interactive G+,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/,available,available,Ability & Aptitude,Approximate Completion Time in minutes = 36,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. 
Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.","English (USA), Chinese Traditional, Korean, Serbian, Slovak, Spanish, English International, Danish, Swedish, Norwegian, Finnish, Latvian, Lithuanian, Estonian, Portuguese, Hungarian, Thai, Czech, Polish, Turkish, Portuguese (Brazil), Romanian, Latin American Spanish, Italian, French (Canada), Chinese Simplified, Dutch, German, French, Russian, Indonesian, Greek, Japanese,","Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
SHL Verify Interactive Numerical Calculation,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,available,available,Ability & Aptitude,Approximate Completion Time in minutes = 10,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.","English (USA), English International,","Entry-Level,"
Siebel Development ,https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Smart Interview Live,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/,available,unavailable,Personality & Behavior,Approximate Completion Time in minutes = Variable,"SHL Live Video Interview is areal-timevideo interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion.Language AvailabilityThe Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).","English (USA),","Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Smart Interview Live Coding,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = Variable,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  
 
The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 
 
The language availability for the admin interface is US English only.","English (USA),","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,"
Smart Interview On Demand,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-on-demand/,available,unavailable,Personality & Behavior,Approximate Completion Time in minutes = Variable,"Smart Interview On Demand is arecorded(asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.   
Availability Theadministrator and evaluator interfaceis available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 

Theparticipant interfaceis available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","English (USA), Chinese Simplified,","Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,"
Social Media ,https://www.shl.com/solutions/products/product-catalog/view/social-media-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 10,Multi-choice test that measures the knowledge about the different social media platforms.,"English (USA),","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Software Business Analysis,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/,available,available,Knowledge & Skills,Approximate Completion Time in minutes = 30,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SonarQube ,https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = TBC,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Spelling (U.S.) ,https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 0,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,"English (USA),","Entry-Level,"
Split Screen Typing Test - Form 1,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,available,unavailable,,Approximate Completion Time in minutes = 6,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.","English (USA), English (Australia), English International,","Entry-Level,"
Spring ,https://www.shl.com/solutions/products/product-catalog/view/spring-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SQL ,https://www.shl.com/solutions/products/product-catalog/view/sql-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SQL Server ,https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 11,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SQL Server Analysis Services (SSAS) ,https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 15,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SQL Server Integration Services (SSIS) ,https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SQL Server Reporting Services (SSRS) ,https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Statistical Analysis System ,https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 11,Multi-choice test that measures the ability to use the SAS software for statistical analysis.,"English (USA),","Mid-Professional, Professional Individual Contributor,"
Struts ,https://www.shl.com/solutions/products/product-catalog/view/struts-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 5,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.","English (USA),","Mid-Professional, Professional Individual Contributor,"
SVAR - Spoken English (AUS),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/,available,unavailable,Simulations,Approximate Completion Time in minutes = -,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","English (USA),","Entry-Level,"
SVAR - Spoken English (Indian Accent)  ,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,available,unavailable,Simulations,Approximate Completion Time in minutes = -,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","English (USA),","Entry-Level,"
SVAR - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,available,unavailable,Simulations,Approximate Completion Time in minutes = -,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","English International,","Entry-Level,"
SVAR - Spoken English (US)  ,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,available,unavailable,Simulations,Approximate Completion Time in minutes = -,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","English (USA),","Entry-Level,"
SVAR - Spoken French (Canadian) ,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,available,unavailable,Simulations,Approximate Completion Time in minutes = -,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","French (Canada),","Entry-Level,"
SVAR - Spoken French (European) ,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,available,unavailable,Simulations,Approximate Completion Time in minutes = -,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","French,","Entry-Level,"
SVAR - Spoken Spanish (Castilian) ,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,available,unavailable,Simulations,Approximate Completion Time in minutes = -,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Spanish,","Entry-Level,"
SVAR - Spoken Spanish (North American) ,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,available,unavailable,Simulations,Approximate Completion Time in minutes = -,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Latin American Spanish,","Entry-Level,"
Swing ,https://www.shl.com/solutions/products/product-catalog/view/swing-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 4,"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Tableau ,https://www.shl.com/solutions/products/product-catalog/view/tableau-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Telecommunications Engineering ,https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.","English (USA),","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Teradata Development ,https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,available,available,Knowledge & Skills,Approximate Completion Time in minutes = 15 to 35,"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters.","English (USA),","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/,available,available,Knowledge & Skills,Approximate Completion Time in minutes = 15 to 35,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives.","English (USA),","Front Line Manager, Manager,"
Typing ,https://www.shl.com/solutions/products/product-catalog/view/typing-new/,available,unavailable,Simulations,Approximate Completion Time in minutes = 2,Typing based test that evaluates typing speed and accuracy.,"English (USA),","Entry-Level,"
UiPath RPA Development ,https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,available,unavailable,,,"The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions.

NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor","English International, Swedish, German, Finnish,","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
Universal Competency Framework Job profiling guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,available,unavailable,,Approximate Completion Time in minutes = Untimed,"The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and the likelihood of being able to succeed in a given role and in a given environment","English International, Portuguese,","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
Universal Competency Framework Profiler Cards (44),https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,available,unavailable,,Approximate Completion Time in minutes = Untimed,"The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world.","Portuguese (Brazil), Latin American Spanish, French, Chinese Simplified, Icelandic, Lithuanian, Danish, Dutch, English International, Finnish, German, Italian, Norwegian, Portuguese, Spanish, English (USA), Swedish,","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
UNIX ,https://www.shl.com/solutions/products/product-catalog/view/unix-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming.","English (USA),","Mid-Professional, Professional Individual Contributor,"
VB.NET ,https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,available,available,Ability & Aptitude,Approximate Completion Time in minutes = 20,"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability.

The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to:
•	draw logical conclusions based on information provided
•	identify strengths and weaknesses of arguments
•	complete scenarios using incomplete information

The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data.  

This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to:
•	evaluate arguments
•	analyse scenarios
•	draw logical conclusions","Arabic, French (Canada), Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Latin American Spanish, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Spanish, Swedish, Thai, Turkish, English (USA), Norwegian,","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,available,unavailable,Ability & Aptitude,Approximate Completion Time in minutes = 8,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,"Latin American Spanish, Arabic, Chinese Simplified, German, French, Italian, Dutch, English (USA), English International,","Entry-Level,"
Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,available,available,Ability & Aptitude,Approximate Completion Time in minutes = 36,"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require these abilities include, but are not limited to: evaluating arguments, analyzing scenarios, working with data, doing mathematical computations, interpreting graphs and tables, and drawing logical conclusions. The G+ test, due to its adaptive nature, is appropriate for all job levels and roles.","Romanian, English (USA), English International, French (Canada), Latin American Spanish, Arabic, Dutch, French, German, Swedish, Chinese Simplified, Chinese Traditional, Czech, Danish, Greek, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese, Thai, Turkish, Finnish, Japanese, Spanish, Indonesian, Russian, Slovak, Serbian, Portuguese (Brazil), Vietnamese,","General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,"
Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,available,available,Ability & Aptitude,Approximate Completion Time in minutes = 10,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .
Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. 
As the name suggests, the test is designed to be used in screening or sifting processes","German, French (Canada), English (USA), English International, Latin American Spanish, Dutch, French, Chinese Simplified, Portuguese (Brazil), Turkish, Japanese,","Entry-Level,"
Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,available,available,Ability & Aptitude,Approximate Completion Time in minutes = 24,"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development.","Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Finnish, French, Hungarian, Indonesian, English International, Italian, Latin American Spanish, Norwegian, Portuguese, Russian, Thai, English (USA), French (Canada), Dutch, Polish, Slovak, Arabic, German, Greek, Japanese, Korean, Romanian, Serbian, Spanish, Swedish, Turkish,","Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level,"
